							
	DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA
	13	5	2024	18:40	Washington	EEUU	Orbe
	13	5	2024	2:00	Palmdale	EEUU	Orbe
	12	5	2024	16:19:00	Honolulu	EEUU	Orbe
	12	5	2024	0:01:00	Ellijay	EEUU	Orbe
	11	5	2024	23:45:00	Winter Haven	EEUU	Orbe
	11	5	2024	4:44:00	Levittown	EEUU	Orbe
	11	5	2024	1:25:00	Hilton	EEUU	Orbe
	10	5	2024	22:30:00	Jamestown	EEUU	Orbe
	8	5	2024	18:55:00	Gower	Australia	Orbe
	8	5	2024	0:15:00	Key Largo	EEUU	Orbe
	5	5	2024	20:47:00	Los Ángeles	EEUU	Orbe
	3	5	2024	23:00:00	Greenfield	EEUU	Orbe
	3	5	2024	21:39:00	Lafayette	EEUU	Orbe
	3	5	2024	5:14:00	Clayton	EEUU	Orbe
	3	5	2024	1:00:00	Timberline-Fernwood	EEUU	Orbe
	2	5	2024	23:00:00	Martins Ferry	EEUU	Orbe
	2	5	2024	21:20:00	Rio Verde	EEUU	Orbe
	2	5	2024	21:07:00	Wittmann	EEUU	Orbe
	2	5	2024	1:00:00	Lavinia	EEUU	Orbe
	1	5	2024	21:50:00	Lakeland	EEUU	Orbe
	1	5	2024	21:45:00	Cleveland	EEUU	Orbe
	28	4	2024	23:04	Trenton	EEUU	Orbe
	28	4	2024	8:57	Tice	EEUU	Orbe
	24	4	2024	3:00	No especificado	Aguas Internacionales	Orbe
	21	4	2024	21:52	Morgantown	EEUU	Orbe
	20	4	2024	20:46	Sacramento	EEUU	Orbe
	20	4	2024	13:03	Coeur d'Alene	EEUU	Orbe
	13	4	2024	8:24	Colorado Springs	EEUU	Orbe
	13	4	2024	3:39	Valle de Spokane	EEUU	Orbe
	13	4	2024	0:05	Costas del Golfo	EEUU	Orbe
	12	4	2024	21:45:00	Costera	EEUU	Orbe
	12	4	2024	20:15:00	Allí	EEUU	Orbe
	8	4	2024	15:10:00	New Carlisle	EEUU	Orbe
	8	4	2024	15:00:00	Biddeford	EEUU	Orbe
	7	4	2024	21:58:00	Campo de bolos	EEUU	Orbe
	7	4	2024	17:20:00	Edmonton	Canadá	Orbe
	7	4	2024	2:00:00	Rodanthe	EEUU	Orbe
	6	4	2024	18:38:00	Milton	Canadá	Orbe
	6	4	2024	0:18:00	Keokuk	EEUU	Orbe
	4	4	2024	11:00:00	Marion	EEUU	Orbe
	2	4	2024	19:17:00	Portland	EEUU	Orbe
	2	4	2024	5:46:00	Świętoszów	Polonia	Orbe
	1	4	2024	18:15:00	Thamarassery	India	Orbe
	30	3	2024	22:15	Johnson City	EEUU	Orbe
	30	3	2024	15:36	Middleburg	EEUU	Orbe
	28	3	2024	2:20	Algona	EEUU	Orbe
	25	3	2024	20:28	Clodine	EEUU	Orbe
	25	3	2024	20:20	Houston	EEUU	Orbe
	25	3	2024	20:16	Round Top	EEUU	Orbe
	25	3	2024	20:16	Port Aransas	EEUU	Orbe
	25	3	2024	20:16	Houston	EEUU	Orbe
	25	3	2024	20:15	Leander	EEUU	Orbe
	23	3	2024	13:32	Sorpresa	EEUU	Orbe
	22	3	2024	20:59	Wheeler	EEUU	Orbe
	20	3	2024	4:58	Paterson	EEUU	Orbe
	19	3	2024	23:40	Las Vegas	EEUU	Orbe
	18	3	2024	22:53	Oak Harbor	EEUU	Orbe
	18	3	2024	21:45	Henderson	EEUU	Orbe
	18	3	2024	21:00	San Antonio	EEUU	Orbe
	17	3	2024	0:14	Villa Ridge	EEUU	Orbe
	15	3	2024	23:30	Kirby	EEUU	Orbe
	15	3	2024	21:11	Cincinnati	EEUU	Orbe
	15	3	2024	14:28	No especificado	EEUU	Orbe
	12	3	2024	20:33:00	Twin Falls	EEUU	Orbe
	12	3	2024	20:20:00	Oráculo	EEUU	Orbe
	11	3	2024	16:03:00	Louisville	EEUU	Orbe
	10	3	2024	22:00:00	Phoenix	EEUU	Orbe
	10	3	2024	11:43:00	Laguardo	EEUU	Orbe
	6	3	2024	21:16:00	Harlingen	EEUU	Orbe
	5	3	2024	21:30:00	Lanesville	EEUU	Orbe
	5	3	2024	16:42:00	Tampa	EEUU	Orbe
	5	3	2024	12:47:00	Corona	EEUU	Orbe
	4	3	2024	23:00:00	Orlando	EEUU	Orbe
	4	3	2024	19:00:00	Santa Fe	EEUU	Orbe
	4	3	2024	18:50:00	Albuquerque	EEUU	Orbe
	4	3	2024	18:45:00	Wheat Ridge	EEUU	Orbe
	4	3	2024	18:17:00	Westminster	EEUU	Orbe
	4	3	2024	18:15:00	Littleton	EEUU	Orbe
	4	3	2024	17:30:00	Pueblo Oeste	EEUU	Orbe
	3	3	2024	21:32:00	Inglewood	EEUU	Orbe
	3	3	2024	21:13:00	Bakersfield	EEUU	Orbe
	3	3	2024	15:36:00	Waynesburg	EEUU	Orbe
	2	3	2024	22:23:00	Beckley	EEUU	Orbe
	2	3	2024	15:00:00	Long Beach	EEUU	Orbe
	29	2	2024	3:38	Hotchkiss	EEUU	Orbe
	28	2	2024	21:00	Mogi das Cruzes	Brasil	Orbe
	28	2	2024	18:35	Fiestas	EEUU	Orbe
	27	2	2024	23:29	Mungeranie	Australia	Orbe
	27	2	2024	21:00	No especificado	EEUU	Orbe
	27	2	2024	16:25	Bilston	Reino Unido	Orbe
	26	2	2024	22:10	Los Angeles	EEUU	Orbe
	26	2	2024	19:40	Ciudad de México	México	Orbe
	25	2	2024	20:40	New York	EEUU	Orbe
	25	2	2024	20:19	Kennesaw	EEUU	Orbe
	23	2	2024	3:09	Houston	EEUU	Orbe
	22	2	2024	20:20	San Diego	EEUU	Orbe
	22	2	2024	6:15	Lumberton	EEUU	Orbe
	21	2	2024	7:50	Stillwater	EEUU	Orbe
	19	2	2024	3:45	Antelope	EEUU	Orbe
	18	2	2024	3:15	Manawa	EEUU	Orbe
	16	2	2024	21:20	Stamford	EEUU	Orbe
	15	2	2024	14:20	Shepherdsville	EEUU	Orbe
	14	2	2024	20:32	Simpsonville	EEUU	Orbe
	14	2	2024	19:34	Windham	EEUU	Orbe
	14	2	2024	19:30	Monroeville	EEUU	Orbe
	14	2	2024	19:27	Repentigny	Canadá	Orbe
	14	2	2024	19:24	Pittsburgh	EEUU	Orbe
	14	2	2024	19:24	Petersburgo	EEUU	Orbe
	14	2	2024	19:21	Cambridge City	EEUU	Orbe
	13	2	2024	20:00	Johnstown	EEUU	Orbe
	13	2	2024	0:30	Fort Collins	EEUU	Orbe
	12	2	2024	22:15:00	Buckner	EEUU	Orbe
	11	2	2024	20:40:00	Ottawa	Canadá	Orbe
	11	2	2024	20:10:00	Wasilla	EEUU	Orbe
	10	2	2024	18:38:00	Fultonville	EEUU	Orbe
	9	2	2024	23:55:00	Tampa	EEUU	Orbe
	9	2	2024	20:30:00	Biddeford	EEUU	Orbe
	7	2	2024	20:10:00	Cicerón	EEUU	Orbe
	6	2	2024	9:30:00	Kallar Kahar	Pakistán	Orbe
	4	2	2024	18:47:00	Caledonia	EEUU	Orbe
	1	2	2024	18:53:00	Colorado Springs	EEUU	Orbe
	31	1	2024	23:56	Raleigh	EEUU	Orbe
	30	1	2024	19:00	Stourbridge	Reino Unido	Orbe
	25	1	2024	22:15	Brownhills	Reino Unido	Orbe
	24	1	2024	16:55	Hemel Hempstead	Reino Unido	Orbe
	24	1	2024	0:12	No especificado	México	Orbe
	23	1	2024	9:26	Greenwich	EEUU	Orbe
	21	1	2024	23:03	Federico	EEUU	Orbe
	18	1	2024	20:42	Yonkers	EEUU	Orbe
	17	1	2024	22:50	Damon	EEUU	Orbe
	17	1	2024	21:13	Pine City	EEUU	Orbe
	17	1	2024	18:55	Dublín	EEUU	Orbe
	15	1	2024	22:45	Lubbock	EEUU	Orbe
	15	1	2024	18:51	Escondido	EEUU	Orbe
	15	1	2024	0:00	Den Haag	Países Bajos	Orbe
	14	1	2024	22:25	Naranja	EEUU	Orbe
	14	1	2024	17:41	No especificado	Las Bahamas	Orbe
	14	1	2024	6:15	Sikeston	EEUU	Orbe
	11	1	2024	20:30:00	La Pine	EEUU	Orbe
	11	1	2024	17:10:00	Playa Surfside	EEUU	Orbe
	11	1	2024	0:45:00	Molinos Owings	EEUU	Orbe
	8	1	2024	1:14:00	Macon	EEUU	Orbe
	7	1	2024	18:12:00	Little Rock	EEUU	Orbe
	7	1	2024	18:09:00	Norman	EEUU	Orbe
	7	1	2024	18:09:00	McKinney	EEUU	Orbe
	7	1	2024	18:04:00	Mayflower	EEUU	Orbe
	6	1	2024	21:30:00	Onrus	Sudáfrica	Orbe
	6	1	2024	17:37:00	Bailey	EEUU	Orbe
	5	1	2024	6:22:00	Greensboro	EEUU	Orbe
	5	1	2024	5:20:00	Loudon	EEUU	Orbe
	4	1	2024	19:07:00	Massillon	EEUU	Orbe
	3	1	2024	0:16:00	Elizabeth	EEUU	Orbe
	1	1	2024	18:50:00	Costa Mesa	EEUU	Orbe
	1	1	2024	18:35:00	Bradenton	EEUU	Orbe
	1	1	2024	17:50:00	Montego Bay	Jamaica	Orbe
	1	1	2024	14:59:00	Manteca	EEUU	Orbe
	1	1	2024	2:40:00	Ann Arbor	EEUU	Orbe
	1	1	2024	2:30:00	Flagler	EEUU	Orbe
	1	1	2024	0:01:00	Aurora	EEUU	Orbe
	31	12	2023	21:15	Muskego	EEUU	Orbe
	31	12	2023	20:32	Broadway	EEUU	Orbe
	30	12	2023	11:35	Cali	Colombia	Orbe
	30	12	2023	3:30	Baraboo	EEUU	Orbe
	29	12	2023	20:45	Alta	EEUU	Orbe
	27	12	2023	3:35	La Jara	EEUU	Orbe
	23	12	2023	21:53	Lumberton	EEUU	Orbe
	23	12	2023	21:23	Lumberton	EEUU	Orbe
	21	12	2023	19:00	Plantación	EEUU	Orbe
	21	12	2023	4:50	Patchogue	EEUU	Orbe
	19	12	2023	5:40	Árabe	EEUU	Orbe
	18	12	2023	23:15	Waterloo	EEUU	Orbe
	17	12	2023	18:57	Vicksburg	EEUU	Orbe
	16	12	2023	21:08	Tacoma	EEUU	Orbe
	16	12	2023	18:15	Cabot	EEUU	Orbe
	14	12	2023	20:00	Fort Wayne	EEUU	Orbe
	13	12	2023	23:00	Greensboro	EEUU	Orbe
	12	12	2023	23:33:00	Oroville	EEUU	Orbe
	12	12	2023	23:22:00	Austin	EEUU	Orbe
	12	12	2023	17:06:00	Ocala	EEUU	Orbe
	11	12	2023	15:40:00	Ciudad Junction	EEUU	Orbe
	9	12	2023	18:42:00	Brooklyn	EEUU	Orbe
	8	12	2023	20:27:00	Melbourne	EEUU	Orbe
	8	12	2023	19:30:00	Kingston	EEUU	Orbe
	8	12	2023	18:48:00	Batesville	EEUU	Orbe
	8	12	2023	17:30:00	Municipio de West Goshen	EEUU	Orbe
	8	12	2023	4:29:00	Lawrence	EEUU	Orbe
	7	12	2023	11:05:00	Colón	EEUU	Orbe
	6	12	2023	1:36:00	Latexo	EEUU	Orbe
	5	12	2023	17:25:00	San Pablo	EEUU	Orbe
	3	12	2023	20:45:00	Davenport	EEUU	Orbe
	2	12	2023	18:54:00	New York	EEUU	Orbe
	2	12	2023	17:30:00	Haverhill	EEUU	Orbe
	30	11	2023	19:13	Island Lake	Canadá	Orbe
	30	11	2023	17:26	Chorlton-cum-Hardy	Reino Unido	Orbe
	30	11	2023	16:59	Waddington	EEUU	Orbe
	30	11	2023	16:59	Gouverneur	EEUU	Orbe
	30	11	2023	6:20	Sterling	EEUU	Orbe
	30	11	2023	3:10	Franksville	EEUU	Orbe
	29	11	2023	18:24	Reevesville	EEUU	Orbe
	29	11	2023	17:42	Woodbury	EEUU	Orbe
	28	11	2023	19:03	Gary	EEUU	Orbe
	28	11	2023	13:43	North East	EEUU	Orbe
	25	11	2023	22:48	South Gate	EEUU	Orbe
	23	11	2023	1:40	Friburgo de Brisgorvia	Alemania	Orbe
	22	11	2023	20:00	Reynolds	EEUU	Orbe
	22	11	2023	6:20	Tortolita	EEUU	Orbe
	19	11	2023	14:20	Langjing	India	Orbe
	19	11	2023	4:00	Remuelle de Estanque	EEUU	Orbe
	18	11	2023	16:50	Blaine	EEUU	Orbe
	18	11	2023	3:17	Evansville	EEUU	Orbe
	17	11	2023	17:56	Phoenix	EEUU	Orbe
	17	11	2023	16:29	Bohemia	EEUU	Orbe
	13	11	2023	20:23	Municipio con Carta de Delta	EEUU	Orbe
	12	11	2023	17:44:00	De Motte	EEUU	Orbe
	12	11	2023	2:57:00	Castle Rock	EEUU	Orbe
	11	11	2023	23:59:00	Redding	EEUU	Orbe
	11	11	2023	23:30:00	Municipio de Wall	EEUU	Orbe
	10	11	2023	20:10:00	Bridgewater	EEUU	Orbe
	10	11	2023	6:13:00	Denver	EEUU	Orbe
	9	11	2023	5:45:00	Phoenix	EEUU	Orbe
	8	11	2023	20:08:00	Wimberley	EEUU	Orbe
	8	11	2023	19:11:00	Schenectady	EEUU	Orbe
	8	11	2023	19:11:00	Wellington	EEUU	Orbe
	8	11	2023	4:28:00	Hartford	EEUU	Orbe
	6	11	2023	23:19:00	Greensboro	EEUU	Orbe
	5	11	2023	20:28:00	Hamilton	EEUU	Orbe
	5	11	2023	18:20:00	San Diego	EEUU	Orbe
	5	11	2023	10:32:00	Monte Morris	EEUU	Orbe
	4	11	2023	14:00:00	Hayward	EEUU	Orbe
	4	11	2023	4:14:00	Santee	EEUU	Orbe
	3	11	2023	9:59:00	Quito	Ecuador	Orbe
	2	11	2023	7:00:00	Jersey City	EEUU	Orbe
	2	11	2023	3:30:00	Adeje	España	Orbe
	1	11	2023	21:30:00	Tlaxcalancingo	México	Orbe
	1	11	2023	20:15:00	Toms River	EEUU	Orbe
	1	11	2023	11:10:00	Elizabethtown	EEUU	Orbe
	1	11	2023	9:30:00	Chester	EEUU	Orbe
	31	10	2023	19:58	Port Angeles	EEUU	Orbe
	30	10	2023	19:30	Colorado Springs	EEUU	Orbe
	30	10	2023	19:00	Cheyenne	EEUU	Orbe
	30	10	2023	18:55	Tijeres	EEUU	Orbe
	30	10	2023	18:55	Santa Fe	EEUU	Orbe
	30	10	2023	18:52	Windsor	EEUU	Orbe
	29	10	2023	17:13	Elk Grove	EEUU	Orbe
	29	10	2023	11:45	Bayport	EEUU	Orbe
	28	10	2023	6:24	Santa Clarita	EEUU	Orbe
	27	10	2023	22:00	Fort Plain	EEUU	Orbe
	27	10	2023	20:37	Oso	EEUU	Orbe
	27	10	2023	18:46	San Diego	EEUU	Orbe
	26	10	2023	21:25	Glen Mills	EEUU	Orbe
	24	10	2023	2:36	Christiansburg	EEUU	Orbe
	23	10	2023	20:32	Doyline	EEUU	Orbe
	23	10	2023	19:00	Mountainair	EEUU	Orbe
	23	10	2023	18:29	Álamo	EEUU	Orbe
	22	10	2023	23:00	Middletown	EEUU	Orbe
	22	10	2023	15:50	Bellbrook	EEUU	Orbe
	21	10	2023	22:44	Municipio de Hopewell	EEUU	Orbe
	21	10	2023	22:25	Bromley	Reino Unido	Orbe
	21	10	2023	21:30	No especificado	Reino Unido	Orbe
	21	10	2023	14:07	Londres	Reino Unido	Orbe
	20	10	2023	21:34	Leeseville	EEUU	Orbe
	20	10	2023	19:52	Northglenn	EEUU	Orbe
	18	10	2023	20:27	Caldwell	EEUU	Orbe
	17	10	2023	21:40	Big Bend	EEUU	Orbe
	17	10	2023	19:36	Rancho Ladera	EEUU	Orbe
	17	10	2023	19:15	Tempe	EEUU	Orbe
	17	10	2023	16:08	No especificado	Israel	Orbe
	16	10	2023	20:26	Round Rock/Parque Cedar	EEUU	Orbe
	16	10	2023	20:10	Loveland	EEUU	Orbe
	15	10	2023	21:28	St Clairsville	EEUU	Orbe
	15	10	2023	7:23	Ione	EEUU	Orbe
	14	10	2023	22:00	Troup	EEUU	Orbe
	14	10	2023	20:00	Oswego	EEUU	Orbe
	14	10	2023	19:30	Indianápolis	EEUU	Orbe
	13	10	2023	19:35	Dallas	EEUU	Orbe
	13	10	2023	19:35	Texarkana	EEUU	Orbe
	13	10	2023	19:35	Fort Worth	EEUU	Orbe
	13	10	2023	19:35	Manantiales de Eureka	EEUU	Orbe
	13	10	2023	19:32	Austin	EEUU	Orbe
	13	10	2023	19:03	Valle Verde	EEUU	Orbe
	13	10	2023	2:15	Everett	EEUU	Orbe
	12	10	2023	21:48:00	Port Arthur	EEUU	Orbe
	12	10	2023	20:55:00	Cancún	México	Orbe
	12	10	2023	20:55:00	Cancún	México	Orbe
	12	10	2023	2:29:00	Dedo	EEUU	Orbe
	11	10	2023	14:15:00	Baltimore	EEUU	Orbe
	10	10	2023	23:48:00	Fredericksburg	EEUU	Orbe
	10	10	2023	23:15:00	South Dennis	EEUU	Orbe
	10	10	2023	22:32:00	Brandywine	EEUU	Orbe
	10	10	2023	18:20:00	South Amherst	EEUU	Orbe
	10	10	2023	2:52:00	Port Orchard	EEUU	Orbe
	9	10	2023	20:53:00	New Braunfels	EEUU	Orbe
	8	10	2023	19:40:00	Guntersville	EEUU	Orbe
	8	10	2023	19:15:00	Ridgefield (fairgrounds area)	EEUU	Orbe
	8	10	2023	18:00:00	Wichita	EEUU	Orbe
	8	10	2023	5:30:00	Miramar Beach	EEUU	Orbe
	7	10	2023	17:12:00	Denver	EEUU	Orbe
	7	10	2023	6:00:00	No especificado	Israel	Orbe
	6	10	2023	20:30:00	Phoenix	EEUU	Orbe
	5	10	2023	17:35:00	Lawrence	EEUU	Orbe
	5	10	2023	7:45:00	Middleton	EEUU	Orbe
	5	10	2023	5:03:00	Auburn	EEUU	Orbe
	4	10	2023	23:15:00	Searcy	EEUU	Orbe
	4	10	2023	21:36:00	Hixson	EEUU	Orbe
	4	10	2023	18:09:00	Portland	EEUU	Orbe
	4	10	2023	6:10:00	Fairborn	EEUU	Orbe
	3	10	2023	20:40:00	Playa de Panama City	EEUU	Orbe
	3	10	2023	20:00:00	Delta	Canadá	Orbe
	3	10	2023	11:22:00	La Habra	EEUU	Orbe
	2	10	2023	23:08:00	Lyndon	EEUU	Orbe
	2	10	2023	19:56:00	Santa Fe	EEUU	Orbe
	2	10	2023	16:00:00	Wallingford	EEUU	Orbe
	1	10	2023	20:31:00	Columbia	EEUU	Orbe
	1	10	2023	19:30:00	Vancouver	EEUU	Orbe
	30	9	2023	21:46	Huron	EEUU	Orbe
	30	9	2023	20:22	Killbuck	EEUU	Orbe
	30	9	2023	3:18	Boulder	EEUU	Orbe
	29	9	2023	23:50	Municipio de Otter Creek	EEUU	Orbe
	28	9	2023	21:23	Dallas	EEUU	Orbe
	28	9	2023	20:50	Colinas Folsom/El Dorado	EEUU	Orbe
	26	9	2023	22:50	North Bellmore	EEUU	Orbe
	26	9	2023	19:26	Atchison	EEUU	Orbe
	26	9	2023	0:30	Milton Keynes	Reino Unido	Orbe
	25	9	2023	22:51	Edgerton	EEUU	Orbe
	23	9	2023	21:30	Crittenden	EEUU	Orbe
	22	9	2023	23:30	Louisburg	EEUU	Orbe
	22	9	2023	22:45	Cardiff	Reino Unido	Orbe
	21	9	2023	23:41	Albuquerque	EEUU	Orbe
	21	9	2023	21:30	Dublín	Irlanda	Orbe
	20	9	2023	17:14	Roca de Surrey-white	Canadá	Orbe
	19	9	2023	23:00	Estación de Huntington	EEUU	Orbe
	19	9	2023	4:50	Innisfil	Canadá	Orbe
	19	9	2023	2:39	Battle Mountain	EEUU	Orbe
	18	9	2023	21:30	Kamiah	EEUU	Orbe
	18	9	2023	20:23	Arco	EEUU	Orbe
	18	9	2023	19:30	Picton	Canadá	Orbe
	18	9	2023	16:28	Foro de Blandford	Reino Unido	Orbe
	18	9	2023	6:30	Aeropuerto Internacional de Charleston	EEUU	Orbe
	17	9	2023	21:51	Monterrey	México	Orbe
	17	9	2023	21:40	Ossining	EEUU	Orbe
	16	9	2023	22:15	Lake Worth	EEUU	Orbe
	16	9	2023	20:05	Levittown	EEUU	Orbe
	16	9	2023	16:00	Isla Bainbridge	EEUU	Orbe
	16	9	2023	14:40	Alingsås	Suecia	Orbe
	16	9	2023	0:20	Aurora	EEUU	Orbe
	15	9	2023	21:15	Canandaigua	EEUU	Orbe
	15	9	2023	5:17	Las Vegas	EEUU	Orbe
	14	9	2023	22:30	Oakland	EEUU	Orbe
	14	9	2023	20:12	New Bedford	EEUU	Orbe
	14	9	2023	20:07	Falkirk	Reino Unido	Orbe
	14	9	2023	19:35	Arcadia	EEUU	Orbe
	14	9	2023	9:45	Fresno	EEUU	Orbe
	13	9	2023	19:15	Berkeley	EEUU	Orbe
	13	9	2023	19:04	Pewaukee	EEUU	Orbe
	13	9	2023	14:03	Petoskey	EEUU	Orbe
	12	9	2023	20:30:00	Cleveland	EEUU	Orbe
	12	9	2023	20:10:00	Costas del Golfo	EEUU	Orbe
	12	9	2023	9:37:00	Copperas Cove	EEUU	Orbe
	11	9	2023	23:03:00	Alejandría	EEUU	Orbe
	11	9	2023	20:40:00	San Jorge	EEUU	Orbe
	11	9	2023	19:35:00	Chesterfield	EEUU	Orbe
	10	9	2023	2:22:00	Payson	EEUU	Orbe
	9	9	2023	2:25:00	Henderson	EEUU	Orbe
	8	9	2023	21:15:00	Santa Fe	EEUU	Orbe
	8	9	2023	17:45:00	Richmond	EEUU	Orbe
	8	9	2023	3:00:00	Orono	EEUU	Orbe
	7	9	2023	23:07:00	Denver	EEUU	Orbe
	7	9	2023	21:15:00	Ellsworth	EEUU	Orbe
	7	9	2023	19:45:00	Aguas territoriales argelinas	Argelia	Orbe
	7	9	2023	17:41:00	Maricopa	EEUU	Orbe
	7	9	2023	5:45:00	Chester Springs/Eagle	EEUU	Orbe
	6	9	2023	21:00:00	Williamsville	EEUU	Orbe
	6	9	2023	20:30:00	Medina	EEUU	Orbe
	6	9	2023	11:00:00	Portland	EEUU	Orbe
	5	9	2023	21:00:00	Antioquía	EEUU	Orbe
	5	9	2023	20:00:00	Stonesfield	Reino Unido	Orbe
	5	9	2023	5:30:00	Winnemucca	EEUU	Orbe
	4	9	2023	21:35:00	Westfield	EEUU	Orbe
	4	9	2023	21:18:00	Sykesville	EEUU	Orbe
	4	9	2023	20:52:00	Salt Lake City	EEUU	Orbe
	4	9	2023	20:40:00	Boswell	EEUU	Orbe
	4	9	2023	18:46:00	Arvada	EEUU	Orbe
	4	9	2023	11:22:00	Denver	EEUU	Orbe
	3	9	2023	23:48:00	Zephyrhills	EEUU	Orbe
	3	9	2023	20:53:00	Jenner	EEUU	Orbe
	3	9	2023	6:08:00	Oakley	EEUU	Orbe
	2	9	2023	20:15:00	Seminole	EEUU	Orbe
	2	9	2023	20:07:00	Moody	EEUU	Orbe
	2	9	2023	20:07:00	Newark	EEUU	Orbe
	2	9	2023	8:00:00	Corpus Christi	EEUU	Orbe
	1	9	2023	22:33:00	West Alton	EEUU	Orbe
	1	9	2023	22:00:00	Central lake	EEUU	Orbe
	1	9	2023	20:20:00	Hadley	EEUU	Orbe
	1	9	2023	17:08:00	Chicago	EEUU	Orbe
	31	8	2023	22:17	Bentonville	EEUU	Orbe
	31	8	2023	2:20	Bonne Terre to Desoto	EEUU	Orbe
	31	8	2023	1:56	Paulden	EEUU	Orbe
	30	8	2023	21:45	Pittsburgh	EEUU	Orbe
	30	8	2023	20:47	Hazel Park	EEUU	Orbe
	29	8	2023	3:35	Torbay	Canadá	Orbe
	28	8	2023	21:00	Hilliard	EEUU	Orbe
	28	8	2023	20:31	Colorado Springs	EEUU	Orbe
	28	8	2023	2:35	Vista	EEUU	Orbe
	28	8	2023	0:53	Nueva York	EEUU	Orbe
	27	8	2023	22:30	Simpsonville	EEUU	Orbe
	27	8	2023	6:30	Sanford	EEUU	Orbe
	26	8	2023	21:51	Briarcliff	EEUU	Orbe
	26	8	2023	21:38	Tierras Altas	EEUU	Orbe
	26	8	2023	21:33	Dayton	EEUU	Orbe
	26	8	2023	20:20	No especificado	EEUU	Orbe
	26	8	2023	2:06	McDermott	EEUU	Orbe
	25	8	2023	23:00	Oregón	EEUU	Orbe
	25	8	2023	21:45	Gray	EEUU	Orbe
	25	8	2023	18:20	Jerusalén	Israel	Orbe
	23	8	2023	23:20	Lago Cecil	Canadá	Orbe
	23	8	2023	21:18	Orient	EEUU	Orbe
	23	8	2023	19:15	Auburn (con aspecto suroeste)	EEUU	Orbe
	23	8	2023	4:53	Portland	EEUU	Orbe
	23	8	2023	0:28	Lacomb	EEUU	Orbe
	22	8	2023	21:48	Rockwall	EEUU	Orbe
	21	8	2023	21:52	Mineral Bluff	EEUU	Orbe
	21	8	2023	0:27	Varsovia	EEUU	Orbe
	20	8	2023	19:01	Queen Creek	EEUU	Orbe
	20	8	2023	16:30	Erlanger	EEUU	Orbe
	19	8	2023	20:30	Ferndale	EEUU	Orbe
	19	8	2023	19:45	Kensington	EEUU	Orbe
	19	8	2023	12:02	Santa Bárbara	EEUU	Orbe
	18	8	2023	23:00	Vacaville	EEUU	Orbe
	18	8	2023	21:34	Puyallup	EEUU	Orbe
	18	8	2023	20:10	Middletown	EEUU	Orbe
	18	8	2023	1:00	Cherhill	Canadá	Orbe
	17	8	2023	22:30	Shoreham-by-Sea	Reino Unido	Orbe
	17	8	2023	21:25	Lyerly	EEUU	Orbe
	16	8	2023	21:40	Erwinna	EEUU	Orbe
	15	8	2023	0:00	Vega	EEUU	Orbe
	14	8	2023	23:00	Bothell	EEUU	Orbe
	13	8	2023	21:36	Fondeadero	EEUU	Orbe
	13	8	2023	4:00	Chewelah	EEUU	Orbe
	13	8	2023	1:00	Glenwood	EEUU	Orbe
	12	8	2023	21:55:00	Playa Rehoboth	EEUU	Orbe
	12	8	2023	21:40:00	Bakersfield	EEUU	Orbe
	12	8	2023	21:23:00	Hunstville	EEUU	Orbe
	12	8	2023	2:30:00	Enigma	EEUU	Orbe
	12	8	2023	2:23:00	Enterprise	EEUU	Orbe
	12	8	2023	2:00:00	Pavo	EEUU	Orbe
	12	8	2023	0:00:00	Gran Cadena	EEUU	Orbe
	11	8	2023	20:38:00	Tacoma	EEUU	Orbe
	11	8	2023	16:00:00	Santa Mónica	EEUU	Orbe
	11	8	2023	5:44:00	Calhoun	EEUU	Orbe
	10	8	2023	23:30:00	Castillo Shannon	EEUU	Orbe
	9	8	2023	21:53:00	Westerville	EEUU	Orbe
	9	8	2023	21:53:00	Westerville	EEUU	Orbe
	9	8	2023	21:10:00	Playa Myrtle	EEUU	Orbe
	9	8	2023	1:15:00	Mayodan	EEUU	Orbe
	8	8	2023	19:00:00	Bahía de Tampa	EEUU	Orbe
	8	8	2023	1:45:00	Bothell	EEUU	Orbe
	7	8	2023	22:14:00	Surrey	Canadá	Orbe
	7	8	2023	21:20:00	Clearwater	EEUU	Orbe
	7	8	2023	18:00:00	Glace Bay	Canadá	Orbe
	6	8	2023	22:43:00	Fuerte Mccoy	EEUU	Orbe
	6	8	2023	22:40:00	Manantiales Tarpon	EEUU	Orbe
	6	8	2023	21:30:00	Carlisle	EEUU	Orbe
	6	8	2023	21:15:00	Rocklin	EEUU	Orbe
	6	8	2023	21:09:00	Fallbrook	EEUU	Orbe
	6	8	2023	20:20:00	Ridgefield	EEUU	Orbe
	5	8	2023	21:30:00	Crediton	Reino Unido	Orbe
	5	8	2023	21:25:00	Auburndale	EEUU	Orbe
	5	8	2023	20:12:00	Sunland	EEUU	Orbe
	5	8	2023	19:52:00	Wasco	EEUU	Orbe
	5	8	2023	3:11:00	Kew	Australia	Orbe
	4	8	2023	23:45:00	Damasco	EEUU	Orbe
	4	8	2023	21:42:00	Bradenton	EEUU	Orbe
	4	8	2023	21:39:00	Alpharetta	EEUU	Orbe
	4	8	2023	19:45:00	Albert Lea	EEUU	Orbe
	4	8	2023	15:50:00	Pensacola	EEUU	Orbe
	3	8	2023	20:32:00	Pacific Palisades	EEUU	Orbe
	3	8	2023	19:55:00	Gurabo	Puerto Rico	Orbe
